total_rows,main_analysis_rows,zero_or_missing_ada,invalid_lcff_per_ada,invalid_supp_conc_per_ada,invalid_spending_per_ada,regular_district_rows,non_regular_or_missing_type_rows
5987,5623,33,33,0,1,5623,364
