term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),72.17240532917533,2.412225687526318,29.919424912179952,1.2644019283675257e-175,67.44291962858334,76.90189102976733
supp_conc_per_ada,0.00626954376600327,0.0010111304041239015,6.2005293683514,6.272432932343926e-10,0.00428708963143937,0.00825199790056717
upc_percentage,-1.612768876288907,0.05780582235072969,-27.89976529533013,4.503420694518373e-155,-1.7261047932524205,-1.4994329593253934
spending_per_ada,-2.2699678605341418e-4,5.8664387201480323e-5,-3.8694137428522595,1.110540902043156e-4,-3.420160323196763e-4,-1.1197753978715206e-4
factor(district_type)High,13.171288692780893,1.892563033029514,6.959498026175115,4.048456090555593e-12,9.46066996897442,16.881907416587364
factor(district_type)Unified,-0.5286914904986465,1.0489426693035893,-0.5040232473807684,0.6142762741239636,-2.5852815437699346,1.5278985627726418
factor(school_year)2022_23,-0.18718000845432078,1.418390397484932,-0.13196649440536648,0.8950182615284594,-2.9681209201818386,2.5937609032731967
factor(school_year)2023_24,0.7735610484439629,1.4526994893524867,0.5324990158761349,0.5944137030700797,-2.0746473499979903,3.6217694468859163
factor(school_year)2024_25,5.453094829662201,1.4764555114031033,3.693368874000154,2.2463001451892734e-4,2.558309625752864,8.347880033571538
