school_year,n_districts,mean_upc_pct,median_upc_pct,weighted_upc_pct
2019_20,936,59.985278241211496,62.32321131447588,62.62310685046312
2020_21,936,59.30207090374703,61.111111111111114,62.449429485754344
2021_22,938,59.64846791671306,62.171872073325396,62.847141093753564
2022_23,938,60.65808880199035,63.79714555117435,64.46736489545573
2023_24,938,61.60677303866748,64.85969056928253,65.56160943221099
2024_25,937,61.64956989346603,65.27196652719665,66.25446182683484
