name,pct_high_needs,funding_14_15,funding_est_15_16,is_charter
Eastside Union Elementary,91,9190,11521,FALSE
eCademy Charter at Crane,45,8340,10036,TRUE
Edison Charter Academy,78,8508,10220,TRUE
Edison Elementary,91,9104,11352,FALSE
Edison-Bethune Charter Academy,95,9178,11268,TRUE
EDUHSD Virtual Academy at Shenandoah,16,8316,10000,TRUE
Edward B. Cole Academy,97,9367,11689,TRUE
Eel River Charter,97,9339,11639,TRUE
Einstein Academy,42,7627,9096,TRUE
EJE Elementary Academy Charter,87,8616,10553,TRUE
EJE Middle Academy,87,8253,10133,TRUE
El Camino Real Charter High,23,8425,10139,TRUE
El Centro Elementary,86,8941,11143,FALSE
El Dorado Union High,20,8593,10217,FALSE
El Monte City,93,9147,11498,FALSE
El Monte Union High,92,11028,13387,FALSE
El Nido Elementary,90,9486,11736,FALSE
El Oro Way Charter For Enriched Studies,38,7407,9005,TRUE
El Rancho Charter,14,7055,8384,TRUE
El Rancho Unified,84,9315,11610,FALSE
El Segundo Unified,16,7654,9086,FALSE
El Sol Santa Ana Science and Arts Academy,80,8686,10673,TRUE
El Tejon Unified,62,9135,10880,FALSE
Eleanor Roosevelt Community Learning Center,48,7696,9351,FALSE
Elevate Elementary,53,8063,9344,FALSE
Elise P. Buckingham Charter Magnet High,15,8318,9981,TRUE
Elk Grove Charter,42,8561,10324,TRUE
Elk Grove Unified,59,8196,9964,FALSE
Elkins Elementary,87,9493,11130,FALSE
Elverta Joint Elementary,73,8622,10492,FALSE
Emelita Academy Charter,68,8758,10085,TRUE
Emery Unified,75,9138,10905,FALSE
Empire Springs Charter,36,7635,9067,TRUE
Empire Union Elementary,84,8851,11068,FALSE
Empower Charter,84,8607,10252,TRUE
Enadia Technology Enriched Charter,71,8270,10270,TRUE
Encino Charter Elementary,25,7269,8802,TRUE
Encore Jr./Sr. High School for the Performing and Visual Arts,54,8319,10031,FALSE
Endeavor College Preparatory Charter,95,8831,11046,TRUE
Endeavour Academy,32,7688,8864,TRUE
Enterprise Elementary,72,8319,10277,FALSE
Environmental Charter High,80,10022,12488,TRUE
Environmental Charter Middle,98,8649,10798,TRUE
Environmental Charter Middle - Inglewood,95,8989,10979,TRUE
Envision Academy for Arts & Technology,66,9426,11514,TRUE
Epic Charter,95,8756,10327,TRUE
EPIC de Cesar Chavez,96,10230,12539,FALSE
Epiphany Prep Charter,89,8493,10118,TRUE
Equitas Academy Charter,96,9002,11362,TRUE
Equitas Academy Charter #2,96,9060,10565,TRUE
Escalon Charter Academy,46,7616,9134,TRUE
Escalon Unified,54,8242,9958,FALSE
Escondido Charter High,32,8618,10307,TRUE
Escondido Union Elementary,79,8597,10655,FALSE
Escondido Union High,72,9750,11970,FALSE
Escuela Popular Accelerated Family Learning,97,9624,11840,FALSE
"Escuela Popular/Center for Training and Careers, Family Learning",99,10442,13257,FALSE
Esparto Unified,78,9173,11123,FALSE
Etiwanda Elementary,37,7314,8892,FALSE
Eureka City Unified,64,8808,10403,FALSE
Eureka Union Elementary,13,7284,8670,FALSE
EV Cain 21st Century STEM Charter,47,7325,8838,TRUE
Evangeline Roberts Institute of Learning,85,8169,10148,FALSE
Everest Public High,52,8842,10708,FALSE
Everest Value,98,9496,11099,FALSE
Evergreen Elementary,44,7528,9063,FALSE
Evergreen Union Elementary,59,8080,9639,FALSE
Excel Prep Charter,89,8911,11317,TRUE
Excel Prep Charter - IE,78,8540,10617,TRUE
Excelsior Charter,54,8386,10194,TRUE
Executive Preparatory Academy of Finance,79,10216,12355,TRUE
Exeter Unified,64,8644,10435,FALSE
Explorer Elementary,35,7556,8957,FALSE
Extera Public,96,8926,11176,FALSE
Extera Public School No. 2,97,9664,11510,FALSE
Ezequiel Tafoya Alvarado Academy,97,9181,11366,TRUE
Fairfax Elementary,92,9065,11410,FALSE
Fairfield-Suisun Unified,60,8250,10061,FALSE
Fairmont Charter Elementary,72,7904,9552,TRUE
Fall River Joint Unified,62,10166,11334,FALSE
Fallbrook Union Elementary,63,8135,9913,FALSE
Fallbrook Union High,58,9237,11157,FALSE
FAME Public Charter,73,8652,10658,TRUE
Family First Charter,42,9119,10516,TRUE
Family Partnership Home Study Charter,59,8263,10159,TRUE
Fammatre Elementary,29,7320,8890,FALSE
Farmersville Unified,92,9592,11972,FALSE
Farnham Charter,29,7324,8868,TRUE
Feaster (Mae L.) Charter,93,8363,10049,TRUE
Feather Falls Union Elementary,82,19181,21312,FALSE
Fenton Avenue Charter,87,8886,10749,TRUE
Fenton Primary Center,90,9242,11392,FALSE
Ferndale Unified,44,9119,10341,FALSE
Fieldbrook Elementary,39,7674,8949,FALSE
Fillmore Unified,81,9062,11387,FALSE
Firebaugh-Las Deltas Unified,93,9640,12117,FALSE
Five Keys Adult School (SF Sheriff's),4,8209,9761,FALSE
Five Keys Charter (SF Sheriff's),11,8304,9899,TRUE
Five Keys Independence HS (SF Sheriff's),13,8324,9947,FALSE
Flournoy Union Elementary,60,10788,12444,FALSE
Folsom Cordova K-8 Community Charter,9,6994,8377,TRUE
Folsom-Cordova Unified,38,7817,9455,FALSE
Fontana Unified,87,9326,11764,FALSE
Forest Charter,47,8118,9828,TRUE
Forest Hill Elementary,27,7323,8883,FALSE
Forest Ranch Charter,42,7538,8999,TRUE
Foresthill Union Elementary,42,8081,9573,FALSE
Forestville Academy,49,7433,8976,TRUE
Forks of Salmon Elementary,78,16754,18925,FALSE
Fort Bragg Unified,71,9073,10886,FALSE
Fort Sage Unified,80,13001,15102,FALSE
Fortuna Elementary,73,8459,10346,FALSE
Fortuna Union High,48,8998,10822,FALSE
Fortune,84,8469,10609,FALSE
Fountain Valley Elementary,30,7328,8865,FALSE
Fowler Unified,78,9118,11258,FALSE
Franklin Elementary,30,7351,8865,FALSE
Franklin-McKinley Elementary,88,9185,11399,FALSE
Frederick Douglass Academy Elementary,91,8908,11074,TRUE
Frederick Douglass Academy High,70,9485,11748,TRUE
Frederick Douglass Academy Middle,82,8430,10490,TRUE
Fremont Unified,31,7842,9367,FALSE
French Gulch-Whiskeytown Elementary,77,10737,12479,FALSE
Freshwater Charter Middle,19,7129,8467,TRUE
Freshwater Elementary,29,7702,9107,FALSE
Fresno Academy for Civic and Entrepreneurial Leadership,56,8965,10806,TRUE
Fresno Unified,87,9419,11709,FALSE
Fruitvale Elementary,39,7449,8977,FALSE
Fuente Nueva Charter,38,7628,9070,TRUE
Fullerton Elementary,52,7681,9282,FALSE
Fullerton Joint Union High,49,9012,10741,FALSE
Fusion Charter,98,9392,11874,TRUE
Futures High,89,10380,12996,FALSE
Gabriella Charter,90,8794,10914,TRUE
Galt Joint Union Elementary,66,8124,9887,FALSE
Galt Joint Union High,58,9126,11078,FALSE
Garden Grove Unified,80,9105,11343,FALSE
Garfield Elementary,21,8590,8741,FALSE
Garr Academy of Math and Entrepreneurial Studies,96,9334,11234,TRUE
Garvey Elementary,89,8943,11171,FALSE
Gateway College and Career Academy,67,9152,11518,TRUE
Gateway High,41,8706,10492,FALSE
Gateway International,92,8195,9881,FALSE
Gateway Middle,38,7279,8681,FALSE
Gateway to College Academy,48,8904,10614,TRUE
Gateway Unified,75,9332,11317,FALSE
Gazelle Union Elementary,73,10743,12486,FALSE
George Ellery Hale Charter Academy,27,7132,8514,TRUE
George Washington Carver School of Arts and Science,49,8797,10642,FALSE
George Washington Charter,40,7445,9065,TRUE
Gerber Union Elementary,88,9374,11518,FALSE
Germain Academy For Academic Achievement,53,7602,9275,TRUE
Gilroy Prep,65,7914,9636,FALSE
Gilroy Unified,59,8305,10158,FALSE
Glacier High School Charter,36,8565,10394,TRUE
Glendale Unified,56,8107,9833,FALSE
Glendora Unified,29,7726,9337,FALSE
Global Education Academy,100,9192,11244,TRUE
Global Education Academy 2,97,9743,11512,TRUE
Global Education Academy Middle,100,9214,10809,TRUE
Global Youth Charter,65,8741,10760,TRUE
Goethe International Charter,52,7631,9339,TRUE
Gold Oak Union Elementary,43,8048,9546,FALSE
Gold Rush Charter,46,7932,9604,TRUE
Gold Trail Union Elementary,30,7638,9126,FALSE
Golden Eagle Charter,71,8535,10546,TRUE
Golden Feather Union Elementary,86,10533,12176,FALSE
Golden Oak Montessori of Hayward,17,7130,8520,FALSE
Golden Plains Unified,95,10336,12377,FALSE
Golden Valley Charter,26,7359,8888,TRUE
Golden Valley Charter School of Sacramento,39,7449,8975,TRUE
Golden Valley Unified,38,8367,9797,FALSE
Gompers Preparatory Academy,94,8873,10825,TRUE
Gonzales Unified,89,9601,11865,FALSE
Gorman Elementary,62,8662,10078,FALSE
Gorman Learning Center,36,7832,9437,FALSE
Grace Hopper STEM Academy,100,9048,11072,TRUE
Granada Community Charter,75,9024,10492,TRUE
Granada Hills Charter High,52,8861,10699,TRUE
Grant Elementary,15,7257,8659,FALSE
Grass Valley Charter,25,7197,8699,TRUE
Grass Valley Elementary,70,8608,10398,FALSE
Gratton Charter,10,7097,8445,TRUE
Gravenstein Elementary,17,7164,8660,FALSE
Graves Elementary,58,8440,9742,FALSE
Grayson Charter,98,8730,10756,TRUE
Great Valley Academy,41,7488,8954,TRUE
Great Valley Academy - Manteca,30,7325,8822,TRUE
Greater San Diego Academy,48,7842,9502,TRUE
Green Point Elementary,75,22007,24786,FALSE
Green Valley Charter,62,7900,9711,TRUE
Greenfield Union Elementary,88,8868,11170,FALSE
Greenfield Union Elementary,93,9101,11496,FALSE
Grenada Elementary,59,8213,9605,FALSE
Gridley Unified,75,9036,11076,FALSE
Grimmway Academy,88,8899,11143,TRUE
Grizzly ChalleNGe Charter,75,9132,11139,TRUE
Grossmont Union High,56,9253,10992,FALSE
Grove,27,8015,9614,FALSE
Grover Cleveland Charter High,66,9664,11504,TRUE
Guadalupe Union Elementary,91,8952,11318,FALSE
Guajome Learning Center,29,8132,9635,FALSE
Guajome Park Academy Charter,55,8053,9700,TRUE
Guerneville Elementary,63,8098,9679,FALSE
Guidance Charter,82,8823,11163,TRUE
Gustine Unified,78,9066,11182,FALSE
Hacienda la Puente Unified,78,9394,11298,FALSE
Hallmark Charter,48,7918,9637,TRUE
Hamilton Unified,82,9526,11605,FALSE
Hamlin Charter Academy,56,7684,9390,TRUE
Hanford Elementary,82,8769,10870,FALSE
Hanford Joint Union High,59,9196,11100,FALSE
Happy Camp Union Elementary,45,8728,9533,FALSE
Happy Valley Elementary,14,7182,8613,FALSE
Happy Valley Union Elementary,70,8733,10591,FALSE
Harbor Springs Charter,52,7907,9228,TRUE
Hardy Brown College Prep,93,9167,11634,FALSE
Harmony Magnet Academy,57,8993,10874,TRUE
Harriet Tubman Village Charter,85,8303,10024,TRUE
Hart-Ransom Academic Charter,58,7774,9557,TRUE
Hart-Ransom Union Elementary,57,7833,9489,FALSE
Harvest Ridge Cooperative Charter/Placer Academy,10,7124,8520,TRUE
Hawthorne Elementary,90,9029,11374,FALSE
Hawthorne Math and Science Academy,78,9905,12336,TRUE
Haynes Charter For Enriched Studies,19,7207,8711,TRUE
Hayward Unified,80,9135,11150,FALSE
Healdsburg Charter,41,7537,9137,TRUE
Health Careers Academy,84,10093,12708,TRUE
Health Sciences High,77,9435,11589,FALSE
Health Sciences Middle,65,8083,9473,FALSE
Heather Elementary,26,7331,8910,FALSE
Heber Elementary,96,9232,11626,FALSE
Helendale Elementary,50,7579,9181,FALSE
Helix High,62,9218,11210,FALSE
Hemet Unified,82,9105,11426,FALSE
Heritage Digital Academy Charter Middle,40,7360,8727,TRUE
Heritage K-8 Charter,36,7448,8923,TRUE
Heritage Peak Charter,64,8594,10549,TRUE
Hermosa Beach City Elementary,4,7030,8337,FALSE
Hesby Oaks Leadership Charter,18,7103,8520,TRUE
Hesperia Unified,74,8754,10964,FALSE
Hickman Community Charter,33,7372,8815,TRUE
High Tech Elementary Chula Vista,64,7879,9638,FALSE
High Tech Elementary North County,58,7765,9415,FALSE
High Tech High,34,8804,10344,FALSE
High Tech High Chula Vista,55,8859,10755,FALSE
High Tech High International,40,8708,10473,FALSE
High Tech High Media Arts,50,8810,10653,FALSE
High Tech High North County,29,8514,10248,FALSE
High Tech LA,51,8775,10676,FALSE
High Tech Middle,42,7330,8759,FALSE
High Tech Middle Chula Vista,56,7530,9010,FALSE
High Tech Middle Media Arts,48,7391,8859,FALSE
High Tech Middle North County,43,7349,8768,FALSE
Higher Learning Academy,92,9071,11203,TRUE
Highland Academy,15,7070,8328,TRUE
Highlands Community Charter,96,10350,12728,TRUE
Hillcrest Middle,17,7031,8373,FALSE
Hilmar Unified,61,8461,10270,FALSE
Hollister,69,8191,10094,FALSE
Hollister Prep,84,8798,10670,FALSE
Holly Drive Leadership Academy,89,8306,9989,TRUE
Holtville Unified,76,9219,11249,FALSE
Hometech Charter,80,8805,10920,TRUE
Hope Academy Charter,60,8464,10150,TRUE
Hope Charter Academy,26,7949,9104,TRUE
Hope Elementary,75,7309,8874,FALSE
Horizon Charter,60,8228,9943,TRUE
Hot Springs Elementary,80,13209,15076,FALSE
Howard Gardner Community Charter,75,8075,9735,TRUE
Hueneme Elementary,86,8807,11060,FALSE
Hughes-Elizabeth Lakes Union Elementary,47,8516,9928,FALSE
Hughson Unified,56,8345,9911,FALSE
Hume Lake Charter,61,8280,10029,TRUE
"Humphreys College Academy of Business, Law and Education",80,9311,11399,TRUE
Huntington Beach City Elementary,20,7250,8733,FALSE
Huntington Beach Union High,33,8770,10420,FALSE
Hydesville Elementary,28,7476,8867,FALSE
ICEF Inglewood Elementary Charter Academy,90,8889,11329,TRUE
ICEF Inglewood Middle Charter Academy,85,8603,10690,TRUE
ICEF Vista Elementary Academy,98,9047,11207,TRUE
ICEF Vista Middle Academy,97,8688,10763,TRUE
Ida Jew Academies,76,8421,10426,FALSE
Iftin Charter,100,8503,10278,TRUE
"Igo, Ono, Platina Union Elementary",66,11742,12950,FALSE
iLEAD Lancaster Charter,27,7307,8786,TRUE
Imagine Schools at Imperial Valley,90,8888,11061,FALSE
"Imagine Schools, Riverside County",89,9310,11600,FALSE
Impact Academy of Arts & Technology,74,9630,12015,TRUE
Imperial Beach Charter,62,7860,9592,TRUE
Imperial Unified,53,8022,9703,FALSE
Imperial Valley Home School Academy,15,7242,8601,TRUE
Independence Charter,72,8453,10530,TRUE
Independence Charter Academy,54,8202,10202,TRUE
Ingenium Charter,85,8771,11107,TRUE
Ingenium Charter Middle,93,9141,10698,TRUE
Inglewood Unified,89,9557,11781,FALSE
Inland Leaders Charter,27,7267,8726,TRUE
Innovations Academy,29,7344,8732,TRUE
Innovative Horizons Charter,91,9024,11293,TRUE
Insight @ Los Angeles,72,9441,11922,FALSE
Insight @ San Diego,65,8873,10959,FALSE
Inspire School of Arts and Sciences,33,8570,10336,FALSE
Integrity Charter,97,9062,11228,TRUE
Intellectual Virtues Academy of Long Beach,15,7118,8273,TRUE
Intermountain STEM Academy Charter,17,7289,8285,TRUE
International School of Monterey,23,7292,8637,FALSE
Ipakanni Early College Charter,64,9005,10964,TRUE
iQ Academy California-Los Angeles,46,7945,9538,TRUE
Irvine Unified,28,7588,9263,FALSE
Island Union Elementary,38,7705,9134,FALSE
Ivy Academia,39,7785,9297,FALSE
"Ivy Bound Academy Math, Science, and Technology Charter Middle #2",62,8144,9245,TRUE
"Ivy Bound Academy of Math, Science, and Technology Charter Middle",33,7187,8563,TRUE
IvyTech Charter,18,8233,9820,TRUE
Jacoby Creek Elementary,18,7273,8675,FALSE
James Jordan Middle,94,8696,10723,FALSE
Jamestown Elementary,78,9278,11205,FALSE
Jamul-Dulzura Union Elementary,50,8135,9591,FALSE
Janesville Union Elementary,41,7641,9149,FALSE
Jardin de la Infancia,100,9577,11561,FALSE
Jefferson Charter Academy,50,7717,9155,TRUE
Jefferson Elementary,74,8387,10367,FALSE
Jefferson Elementary,37,7448,8929,FALSE
Jefferson Elementary,64,9867,10304,FALSE
Jefferson Union High,41,8707,10523,FALSE
Joe Serna Jr. Charter,71,8249,10120,TRUE
John Adams Academy,12,7277,8728,TRUE
John B. Riebli Elementary,24,7225,8712,FALSE
John Swett Unified,69,8690,10706,FALSE
Johnstonville Elementary,48,7631,9208,FALSE
Journey,17,7261,8663,FALSE
Juan Bautista de Anza,74,8903,10896,FALSE
Julian Charter,36,7668,9280,TRUE
Julian Union Elementary,58,8300,9730,FALSE
Julian Union High,49,11396,13055,FALSE
Junction City Elementary,74,8656,10339,FALSE
Junction Elementary,46,8248,9635,FALSE
Junction Elementary,92,12053,14511,FALSE
Juniper Ridge Virtual Academy Charter,39,7738,9239,TRUE
Jurupa Unified,80,9087,11349,FALSE
Justice Street Academy Charter,32,7349,8921,TRUE
Kairos Public School Vacaville Academy,9,7219,8437,TRUE
Kashia Elementary,94,11878,14182,FALSE
Kavod Elementary Charter,41,7988,9317,TRUE
Kawana Elementary,94,9175,11471,FALSE
Keiller Leadership Academy,87,8206,10008,TRUE
Kelseyville Unified,77,9094,11270,FALSE
Kenter Canyon Elementary,7,7053,8493,FALSE
Kentfield Elementary,8,7094,8415,FALSE
Kepler Neighborhood,73,8550,10335,FALSE
Keppel Union Elementary,87,8825,11072,FALSE
Kerman Unified,89,9360,11829,FALSE
Kern Union High,65,9588,11472,FALSE
Kern Workforce 2000 Academy,82,9529,11752,TRUE
Kernville Union Elementary,74,8659,10633,FALSE
Keyes to Learning Charter,22,7517,9061,TRUE
Keyes Union Elementary,93,9156,11518,FALSE
Kid Street Learning Center Charter,89,8848,10774,TRUE
King City Union,91,9079,11393,FALSE
King-Chavez Academy of Excellence,98,8452,10149,TRUE
King-Chavez Arts Academy,100,8432,10097,TRUE
King-Chavez Athletics Academy,99,8451,10087,TRUE
King-Chavez Community High,85,9629,11735,FALSE
King-Chavez Preparatory Academy,100,8301,10025,TRUE
King-Chavez Primary Academy,100,9016,10685,TRUE
Kings Canyon Joint Unified,87,9514,11832,FALSE
Kings River Union Elementary,94,9513,11812,FALSE
Kings River-Hardwick Union Elementary,35,7544,9044,FALSE
Kingsburg Elementary Charter,59,7848,9579,TRUE
Kingsburg Joint Union High,37,8905,10625,FALSE
KIPP Academy of Innovation,91,9133,10493,TRUE
KIPP Academy of Opportunity,83,8417,10512,TRUE
KIPP Adelante Preparatory Academy,99,8261,9953,TRUE
KIPP Bayview Academy,83,8185,10039,TRUE
KIPP Bridge Charter,74,8097,9975,TRUE
KIPP Comienza Community Prep,94,8995,11309,FALSE
KIPP Empower Academy,89,8857,11215,TRUE
KIPP Heartwood Academy,84,8529,10562,TRUE
KIPP Heritage Academy,78,8601,10069,TRUE
KIPP Iluminar Academy,89,9576,11373,TRUE
KIPP King Collegiate High,74,9679,12027,FALSE
KIPP Los Angeles College Preparatory,93,8606,10672,FALSE
KIPP Philosophers Academy,96,8669,10700,TRUE
KIPP Prize Preparatory Academy,92,9082,10708,TRUE
KIPP Raices Academy,94,9031,11274,TRUE
KIPP San Francisco Bay Academy,81,8144,9978,TRUE
KIPP San Francisco College Preparatory,80,9670,11935,FALSE
KIPP San Jose Collegiate,76,9753,12151,FALSE
KIPP Scholar Academy,94,8613,10652,TRUE
KIPP Sol Academy,93,9037,10525,TRUE
KIPP Summit Academy,74,8171,10003,TRUE
KIPP Vida Preparatory Academy,96,9732,11492,TRUE
Kirkwood Elementary,49,8155,9119,FALSE
Kit Carson Union Elementary,78,8922,10854,FALSE
Klamath River Early College of the Redwoods,76,8556,10534,FALSE
Klamath-Trinity Joint Unified,86,10455,12582,FALSE
Kneeland Elementary,28,10828,12226,FALSE
Knightsen Elementary,42,7648,9079,FALSE
Knollwood Preparatory Academy,56,7673,9384,TRUE
Knowledge Enlightens You (KEY) Academy,77,8656,10387,TRUE
Konocti Unified,87,9570,11785,FALSE
La Canada Unified,7,7415,8878,FALSE
La Habra City Elementary,79,8632,10745,FALSE
La Mesa-Spring Valley,62,8000,9759,FALSE
La Sierra High,80,9177,11372,FALSE
La Tijera K-8 Academy of Excellence,86,8971,10950,TRUE
La Verne Science and Technology Charter,89,9032,11077,TRUE
La Vida Charter,68,8454,10473,TRUE
Lafayette Elementary,5,7060,8407,FALSE
Laguna Joint Elementary,72,9434,10357,FALSE
Lagunita Elementary,16,7803,8583,FALSE
Lagunitas Elementary,19,8099,8713,FALSE
Lake County International Charter,69,7878,9425,TRUE
Lake Elementary,44,7825,9144,FALSE
Lake Elsinore Unified,67,8513,10477,FALSE
Lake Tahoe Unified,62,8565,10320,FALSE
Lakeport Unified,61,8267,10135,FALSE
Lakeside Union Elementary,48,7676,9279,FALSE
Lakeside Union Elementary,67,8366,10039,FALSE
Lakeside Union Elementary,96,9749,11889,FALSE
Lammersville Joint Unified,24,7534,8896,FALSE
Lamont Elementary,98,9381,11814,FALSE
Lancaster Elementary,83,8655,10872,FALSE
Larchmont Charter,42,7579,9174,TRUE
Larkspur-Corte Madera,11,7160,8480,FALSE
Las Virgenes Unified,12,7613,9125,FALSE
Lashon Academy,96,9733,11495,TRUE
Lassen Union High,30,8967,10636,FALSE
Lassen View Union Elementary,54,8070,9546,FALSE
Latino College Preparatory Academy,96,10456,12904,TRUE
Laton Joint Unified,88,9983,12150,FALSE
Laurel Preparatory Academy,57,9020,10675,TRUE
Laurel Tree Charter,56,7852,9545,TRUE
LaVerne Elementary Preparatory Academy,78,8402,10455,TRUE
Lawndale Elementary,86,8869,11083,FALSE
Laytonville Unified,74,10753,12787,FALSE
Lazear Charter Academy,95,8726,10779,TRUE
Le Grand Union Elementary,84,8927,11011,FALSE
Le Grand Union High,83,10483,12918,FALSE
Leadership High,79,9680,11913,FALSE
Leadership Public Schools - Hayward,66,9361,11511,FALSE
Leadership Public Schools - San Jose,92,10548,13113,FALSE
Leadership Public Schools: Richmond,96,10115,12525,FALSE
Learning Choice Academy,49,7923,9654,TRUE
Learning Community Charter,83,9479,11728,TRUE
Learning for Life Charter,71,9189,11420,TRUE
Learning Without Limits,95,8835,10956,FALSE
Learning Works,96,9866,12292,FALSE
Leggett Valley Unified,61,18065,20670,FALSE
Lemon Grove Elementary,80,8658,10759,FALSE
Lemoore Middle College High,29,8524,10256,FALSE
Lemoore Union Elementary,71,8297,10227,FALSE
Lemoore Union High,46,8882,10681,FALSE
Lemoore University Elementary Charter,36,7205,8618,TRUE
Lennox,96,9395,11620,FALSE
"Lennox Mathematics, Science and Technology Academy",92,10517,13282,TRUE
Leonardo da Vinci Health Sciences Charter,67,7902,9664,TRUE
Leroy Greene Academy,58,8124,9945,TRUE
Lewiston Elementary,88,12755,14608,FALSE
Liberty Elementary,66,8071,9978,FALSE
Liberty Elementary,21,7160,8624,FALSE
Liberty Elementary,24,8405,9319,FALSE
Liberty Union High,31,8531,10332,FALSE
Life Learning Academy Charter,92,9832,12177,TRUE
Life Source International Charter,79,8475,10589,TRUE
Lifeline Education Charter,97,9636,12054,TRUE
Lighthouse Community Charter,89,8737,10683,TRUE
Lighthouse Community Charter High,89,10093,12536,TRUE
Lincoln Street,63,8003,9585,FALSE
Lincoln Unified,62,8260,10201,FALSE
Linden Unified,58,8443,10179,FALSE
Lindsay Unified,89,9485,11752,FALSE
Linns Valley-Poso Flat Union,57,10639,12335,FALSE
Linscott Charter,43,7530,9003,TRUE
Literacy First Charter,42,7753,9292,TRUE
Little Lake City Elementary,73,8311,10322,FALSE
Live Oak Charter,22,7272,8668,TRUE
Live Oak Elementary,71,8440,10295,FALSE
Live Oak Unified,81,9111,11381,FALSE
Livermore Valley Charter,11,7151,8461,TRUE
Livermore Valley Charter Preparatory High,12,8315,9918,TRUE
Livermore Valley Joint Unified,30,7818,9364,FALSE
Livingston Union,90,9076,11343,FALSE
Lockhurst Drive Charter Elementary,29,7310,8860,TRUE
Lodi Unified,70,8741,10757,FALSE
Loleta Union Elementary,95,9466,11709,FALSE
Loma Vista Charter,95,10435,13097,TRUE
Loma Vista Immersion Academy,65,8762,9743,TRUE
Lompoc Unified,67,8612,10539,FALSE
Long Beach Unified,70,8732,10776,FALSE
Loomis Basin Charter,3,7245,8292,TRUE
Loomis Union Elementary,21,7259,8666,FALSE
Los Alamitos Unified,15,7583,9083,FALSE
Los Angeles Academy of Arts & Enterprise Charter,99,9728,12107,TRUE
Los Angeles Big Picture High,93,10360,12868,FALSE
Los Angeles County Online High,58,8981,10934,FALSE
Los Angeles International Charter High,79,9920,12408,TRUE
Los Angeles Leadership Academy,83,9258,11456,TRUE
Los Angeles Leadership Primary Academy,88,8963,11290,TRUE
Los Angeles Unified,83,10407,12478,FALSE
Los Banos Unified,81,8988,11324,FALSE
Los Feliz Charter School for the Arts,39,7468,8985,TRUE
Los Molinos Unified,80,10068,12180,FALSE
Los Nietos,95,9252,11622,FALSE
Los Olivos Elementary,13,7381,8569,FALSE
Lost Hills Union Elementary,98,9507,12040,FALSE
Lou Dantzler Preparatory Charter Elementary,89,8892,11106,TRUE
Lou Dantzler Preparatory Charter Middle,86,8524,10609,TRUE
Lowell Joint Elementary,40,7446,9019,FALSE
LPS Oakland R & D Campus,94,10198,12636,FALSE
Lucerne Elementary,93,9432,11515,FALSE
Lucerne Valley Unified,87,10142,12221,FALSE
Lucia Mar Unified,53,8085,9813,FALSE
Luis Valdez Leadership Academy,86,10361,12843,TRUE
Luther Burbank Elementary,99,9331,11826,FALSE
Lynhaven Elementary,70,8280,10244,FALSE
Lynwood Unified,97,9886,12440,FALSE
MAAC Community Charter,94,9704,11782,TRUE
Madera Unified,90,9469,11903,FALSE
Magnolia Elementary,88,8990,11280,FALSE
Magnolia Science Academy,92,9409,11778,TRUE
Magnolia Science Academy - Santa Ana,53,7980,9435,TRUE
Magnolia Science Academy 2,80,8898,11131,TRUE
Magnolia Science Academy 3,87,9179,11496,TRUE
Magnolia Science Academy 4,75,9109,11224,TRUE
Magnolia Science Academy 5,93,8639,10631,TRUE
Magnolia Science Academy 6,81,8379,10451,TRUE
Magnolia Science Academy 7,79,8570,10772,TRUE
Magnolia Science Academy Bell,94,8711,10757,TRUE
Magnolia Science Academy San Diego,24,7109,8457,TRUE
Magnolia Science Academy Santa Clara,23,7399,8829,TRUE
Magnolia Union Elementary,22,7615,8883,FALSE
Making Waves Academy,86,8908,11123,TRUE
Manhattan Beach Unified,3,7459,8871,FALSE
Manteca Unified,67,8497,10479,FALSE
Manteca Unified Vocational Academy,57,9022,10897,TRUE
Manzanita Elementary,50,7666,9169,FALSE
Manzanita Middle,81,8218,10190,FALSE
Manzanita Public Charter,64,8073,9738,TRUE
Maple Creek Elementary,80,28367,30974,FALSE
Maple Elementary,62,7876,9744,FALSE
Marcum-Illinois Union Elementary,60,8968,10601,FALSE
Mare Island Technology Academy,66,7870,9600,TRUE
Maria Montessori Charter Academy,29,7443,8775,TRUE
Maricopa Unified,82,10561,12765,FALSE
Mariposa County Unified,55,9663,11498,FALSE
Mark Twain Union Elementary,58,7931,9587,FALSE
Mark West Charter,37,7320,8754,TRUE
Mark West Union Elementary,54,8698,9441,FALSE
Marquez Charter,10,7095,8550,TRUE
Marshall Lane Elementary,21,7210,8718,FALSE
Martinez Unified,32,7881,9280,FALSE
Mary Collins Charter School at Cherry Valley,16,7232,8540,TRUE
Marysville Charter Academy for the Arts,49,8250,9981,TRUE
Marysville Joint Unified,82,9242,11463,FALSE
Math and Science College Preparatory,94,10542,12893,FALSE
Mattole Unified,42,16897,18676,FALSE
Mattole Valley Charter (#159),73,8704,10879,TRUE
Maxwell Unified,65,10073,11885,FALSE
McCabe Union Elementary,38,7434,8975,FALSE
McCloud Union Elementary,81,9156,9836,FALSE
McFarland Unified,91,9854,12038,FALSE
McGill School of Success,96,8996,10626,FALSE
McKinleyville Union Elementary,52,7778,9371,FALSE
McSwain Union Elementary,41,7800,9349,FALSE
Meadows Arts and Technology Elementary,12,7626,8572,FALSE
Meadows Union Elementary,84,8959,11075,FALSE
Mendota Unified,99,9913,12434,FALSE
Menifee Union Elementary,47,7465,9103,FALSE
