AcademicYear	AggregateLevel	CountyCode	DistrictCode	SchoolCode	CountyName	DistrictName	SchoolName	Charter	ReportingCategory	CumulativeEnrollment
2019-20	C	01			Alameda			Yes	SE	6235
2019-20	C	01			Alameda			Yes	SF	113
2019-20	C	01			Alameda			Yes	SH	313
2019-20	C	01			Alameda			Yes	SM	12
2019-20	C	01			Alameda			Yes	SS	17144
2019-20	C	01			Alameda			Yes	TA	24315
2019-20	C	02			Alpine			All	GF	39
2019-20	C	02			Alpine			All	GM	45
2019-20	C	02			Alpine			All	RA	*
2019-20	C	02			Alpine			All	RB	*
2019-20	C	02			Alpine			All	RD	*
2019-20	C	02			Alpine			All	RF	*
2019-20	C	02			Alpine			All	RH	*
2019-20	C	02			Alpine			All	RI	39
2019-20	C	02			Alpine			All	RP	*
2019-20	C	02			Alpine			All	RT	*
2019-20	C	02			Alpine			All	RW	32
2019-20	C	02			Alpine			All	SD	16
2019-20	C	02			Alpine			All	SF	*
2019-20	C	02			Alpine			All	SH	24
2019-20	C	02			Alpine			All	SS	63
2019-20	C	02			Alpine			All	TA	84
2019-20	C	02			Alpine			No 	GF	39
2019-20	C	02			Alpine			No 	GM	45
2019-20	C	02			Alpine			No 	RA	*
2019-20	C	02			Alpine			No 	RB	*
2019-20	C	02			Alpine			No 	RD	*
2019-20	C	02			Alpine			No 	RF	*
2019-20	C	02			Alpine			No 	RH	*
2019-20	C	02			Alpine			No 	RI	39
2019-20	C	02			Alpine			No 	RP	*
2019-20	C	02			Alpine			No 	RT	*
2019-20	C	02			Alpine			No 	RW	32
2019-20	C	02			Alpine			No 	SD	16
2019-20	C	02			Alpine			No 	SF	*
2019-20	C	02			Alpine			No 	SH	24
2019-20	C	02			Alpine			No 	SS	63
2019-20	C	02			Alpine			No 	TA	84
2019-20	C	03			Amador			All	GF	2115
2019-20	C	03			Amador			All	GM	2233
2019-20	C	03			Amador			All	GX	*
2019-20	C	03			Amador			All	RA	24
2019-20	C	03			Amador			All	RB	22
2019-20	C	03			Amador			All	RD	42
2019-20	C	03			Amador			All	RF	20
2019-20	C	03			Amador			All	RH	975
2019-20	C	03			Amador			All	RI	103
2019-20	C	03			Amador			All	RP	*
2019-20	C	03			Amador			All	RT	297
2019-20	C	03			Amador			All	RW	2858
2019-20	C	03			Amador			All	SD	836
2019-20	C	03			Amador			All	SE	133
2019-20	C	03			Amador			All	SF	47
2019-20	C	03			Amador			All	SH	163
2019-20	C	03			Amador			All	SS	1649
2019-20	C	03			Amador			All	TA	4349
2019-20	C	03			Amador			No 	GF	2115
2019-20	C	03			Amador			No 	GM	2233
2019-20	C	03			Amador			No 	GX	*
2019-20	C	03			Amador			No 	RA	24
2019-20	C	03			Amador			No 	RB	22
2019-20	C	03			Amador			No 	RD	42
2019-20	C	03			Amador			No 	RF	20
2019-20	C	03			Amador			No 	RH	975
2019-20	C	03			Amador			No 	RI	103
2019-20	C	03			Amador			No 	RP	*
2019-20	C	03			Amador			No 	RT	297
2019-20	C	03			Amador			No 	RW	2858
2019-20	C	03			Amador			No 	SD	836
2019-20	C	03			Amador			No 	SE	133
2019-20	C	03			Amador			No 	SF	47
2019-20	C	03			Amador			No 	SH	163
2019-20	C	03			Amador			No 	SS	1649
2019-20	C	03			Amador			No 	TA	4349
2019-20	C	04			Butte			All	GF	15188
2019-20	C	04			Butte			All	GM	15998
2019-20	C	04			Butte			All	GX	13
2019-20	C	04			Butte			All	RA	1831
2019-20	C	04			Butte			All	RB	649
2019-20	C	04			Butte			All	RD	474
2019-20	C	04			Butte			All	RF	127
2019-20	C	04			Butte			All	RH	7760
2019-20	C	04			Butte			All	RI	718
2019-20	C	04			Butte			All	RP	101
2019-20	C	04			Butte			All	RT	1962
2019-20	C	04			Butte			All	RW	17577
2019-20	C	04			Butte			All	SD	4421
2019-20	C	04			Butte			All	SE	2062
2019-20	C	04			Butte			All	SF	407
2019-20	C	04			Butte			All	SH	1887
2019-20	C	04			Butte			All	SM	125
2019-20	C	04			Butte			All	SS	19369
2019-20	C	04			Butte			All	TA	31199
2019-20	C	04			Butte			No 	GF	13037
2019-20	C	04			Butte			No 	GM	14097
2019-20	C	04			Butte			No 	GX	12
2019-20	C	04			Butte			No 	RA	1757
2019-20	C	04			Butte			No 	RB	580
2019-20	C	04			Butte			No 	RD	435
2019-20	C	04			Butte			No 	RF	119
2019-20	C	04			Butte			No 	RH	7104
2019-20	C	04			Butte			No 	RI	654
2019-20	C	04			Butte			No 	RP	91
2019-20	C	04			Butte			No 	RT	1625
2019-20	C	04			Butte			No 	RW	14781
2019-20	C	04			Butte			No 	SD	3887
2019-20	C	04			Butte			No 	SE	1997
2019-20	C	04			Butte			No 	SF	373
2019-20	C	04			Butte			No 	SH	1555
2019-20	C	04			Butte			No 	SM	123
2019-20	C	04			Butte			No 	SS	17360
2019-20	C	04			Butte			No 	TA	27146
2019-20	C	04			Butte			Yes	GF	2394
2019-20	C	04			Butte			Yes	GM	2160
2019-20	C	04			Butte			Yes	GX	*
2019-20	C	04			Butte			Yes	RA	81
2019-20	C	04			Butte			Yes	RB	82
2019-20	C	04			Butte			Yes	RD	42
2019-20	C	04			Butte			Yes	RF	*
2019-20	C	04			Butte			Yes	RH	743
2019-20	C	04			Butte			Yes	RI	86
2019-20	C	04			Butte			Yes	RP	12
2019-20	C	04			Butte			Yes	RT	376
2019-20	C	04			Butte			Yes	RW	3125
2019-20	C	04			Butte			Yes	SD	646
2019-20	C	04			Butte			Yes	SE	70
2019-20	C	04			Butte			Yes	SF	42
2019-20	C	04			Butte			Yes	SH	415
2019-20	C	04			Butte			Yes	SM	*
2019-20	C	04			Butte			Yes	SS	2377
2019-20	C	04			Butte			Yes	TA	4556
2019-20	C	05			Calaveras			All	GF	2721
2019-20	C	05			Calaveras			All	GM	2940
2019-20	C	05			Calaveras			All	RA	36
2019-20	C	05			Calaveras			All	RB	47
2019-20	C	05			Calaveras			All	RD	*
2019-20	C	05			Calaveras			All	RF	19
2019-20	C	05			Calaveras			All	RH	1213
2019-20	C	05			Calaveras			All	RI	90
2019-20	C	05			Calaveras			All	RP	*
2019-20	C	05			Calaveras			All	RT	368
2019-20	C	05			Calaveras			All	RW	3876
2019-20	C	05			Calaveras			All	SD	1048
2019-20	C	05			Calaveras			All	SE	216
2019-20	C	05			Calaveras			All	SF	116
2019-20	C	05			Calaveras			All	SH	205
2019-20	C	05			Calaveras			All	SS	3029
2019-20	C	05			Calaveras			All	TA	5661
2019-20	C	05			Calaveras			No 	GF	2518
2019-20	C	05			Calaveras			No 	GM	2739
2019-20	C	05			Calaveras			No 	RA	35
2019-20	C	05			Calaveras			No 	RB	43
2019-20	C	05			Calaveras			No 	RD	*
2019-20	C	05			Calaveras			No 	RF	19
2019-20	C	05			Calaveras			No 	RH	1147
2019-20	C	05			Calaveras			No 	RI	84
2019-20	C	05			Calaveras			No 	RP	*
2019-20	C	05			Calaveras			No 	RT	335
2019-20	C	05			Calaveras			No 	RW	3583
2019-20	C	05			Calaveras			No 	SD	937
2019-20	C	05			Calaveras			No 	SE	214
2019-20	C	05			Calaveras			No 	SF	115
2019-20	C	05			Calaveras			No 	SH	201
2019-20	C	05			Calaveras			No 	SS	2854
2019-20	C	05			Calaveras			No 	TA	5257
2019-20	C	05			Calaveras			Yes	GF	230
2019-20	C	05			Calaveras			Yes	GM	225
2019-20	C	05			Calaveras			Yes	RA	*
2019-20	C	05			Calaveras			Yes	RB	*
2019-20	C	05			Calaveras			Yes	RD	*
2019-20	C	05			Calaveras			Yes	RF	*
2019-20	C	05			Calaveras			Yes	RH	75
2019-20	C	05			Calaveras			Yes	RI	*
2019-20	C	05			Calaveras			Yes	RP	*
2019-20	C	05			Calaveras			Yes	RT	35
2019-20	C	05			Calaveras			Yes	RW	332
2019-20	C	05			Calaveras			Yes	SD	123
2019-20	C	05			Calaveras			Yes	SE	*
2019-20	C	05			Calaveras			Yes	SF	*
2019-20	C	05			Calaveras			Yes	SH	*
2019-20	C	05			Calaveras			Yes	SS	211
2019-20	C	05			Calaveras			Yes	TA	455
2019-20	C	06			Colusa			All	GF	2347
2019-20	C	06			Colusa			All	GM	2572
2019-20	C	06			Colusa			All	RA	55
2019-20	C	06			Colusa			All	RB	39
2019-20	C	06			Colusa			All	RD	16
2019-20	C	06			Colusa			All	RF	*
2019-20	C	06			Colusa			All	RH	3866
2019-20	C	06			Colusa			All	RI	61
2019-20	C	06			Colusa			All	RP	*
2019-20	C	06			Colusa			All	RT	40
2019-20	C	06			Colusa			All	RW	830
2019-20	C	06			Colusa			All	SD	631
2019-20	C	06			Colusa			All	SE	1889
2019-20	C	06			Colusa			All	SF	61
2019-20	C	06			Colusa			All	SH	313
2019-20	C	06			Colusa			All	SM	281
2019-20	C	06			Colusa			All	SS	3882
2019-20	C	06			Colusa			All	TA	4919
2019-20	C	06			Colusa			No 	GF	2347
2019-20	C	06			Colusa			No 	GM	2572
2019-20	C	06			Colusa			No 	RA	55
2019-20	C	06			Colusa			No 	RB	39
2019-20	C	06			Colusa			No 	RD	16
2019-20	C	06			Colusa			No 	RF	*
2019-20	C	06			Colusa			No 	RH	3866
2019-20	C	06			Colusa			No 	RI	61
2019-20	C	06			Colusa			No 	RP	*
2019-20	C	06			Colusa			No 	RT	40
2019-20	C	06			Colusa			No 	RW	830
2019-20	C	06			Colusa			No 	SD	631
2019-20	C	06			Colusa			No 	SE	1889
2019-20	C	06			Colusa			No 	SF	61
2019-20	C	06			Colusa			No 	SH	313
2019-20	C	06			Colusa			No 	SM	281
2019-20	C	06			Colusa			No 	SS	3882
2019-20	C	06			Colusa			No 	TA	4919
2019-20	C	07			Contra Costa			All	GF	89199
2019-20	C	07			Contra Costa			All	GM	94412
2019-20	C	07			Contra Costa			All	GX	*
2019-20	C	07			Contra Costa			All	RA	24011
2019-20	C	07			Contra Costa			All	RB	16302
2019-20	C	07			Contra Costa			All	RD	2355
2019-20	C	07			Contra Costa			All	RF	7559
2019-20	C	07			Contra Costa			All	RH	67457
2019-20	C	07			Contra Costa			All	RI	558
2019-20	C	07			Contra Costa			All	RP	1159
2019-20	C	07			Contra Costa			All	RT	12065
2019-20	C	07			Contra Costa			All	RW	52154
2019-20	C	07			Contra Costa			All	SD	23696
2019-20	C	07			Contra Costa			All	SE	30177
2019-20	C	07			Contra Costa			All	SF	863
2019-20	C	07			Contra Costa			All	SH	2831
2019-20	C	07			Contra Costa			All	SM	13
2019-20	C	07			Contra Costa			All	SS	75760
2019-20	C	07			Contra Costa			All	TA	183620
2019-20	C	07			Contra Costa			No 	GF	83282
2019-20	C	07			Contra Costa			No 	GM	88561
2019-20	C	07			Contra Costa			No 	GX	*
2019-20	C	07			Contra Costa			No 	RA	23471
2019-20	C	07			Contra Costa			No 	RB	15184
2019-20	C	07			Contra Costa			No 	RD	2113
2019-20	C	07			Contra Costa			No 	RF	7291
2019-20	C	07			Contra Costa			No 	RH	60564
2019-20	C	07			Contra Costa			No 	RI	517
2019-20	C	07			Contra Costa			No 	RP	1106
2019-20	C	07			Contra Costa			No 	RT	11519
2019-20	C	07			Contra Costa			No 	RW	50087
2019-20	C	07			Contra Costa			No 	SD	22374
2019-20	C	07			Contra Costa			No 	SE	27763
2019-20	C	07			Contra Costa			No 	SF	841
2019-20	C	07			Contra Costa			No 	SH	2653
2019-20	C	07			Contra Costa			No 	SM	13
2019-20	C	07			Contra Costa			No 	SS	68546
2019-20	C	07			Contra Costa			No 	TA	171852
2019-20	C	07			Contra Costa			Yes	GF	6215
2019-20	C	07			Contra Costa			Yes	GM	6227
2019-20	C	07			Contra Costa			Yes	RA	559
2019-20	C	07			Contra Costa			Yes	RB	1240
2019-20	C	07			Contra Costa			Yes	RD	255
2019-20	C	07			Contra Costa			Yes	RF	278
2019-20	C	07			Contra Costa			Yes	RH	7244
2019-20	C	07			Contra Costa			Yes	RI	42
2019-20	C	07			Contra Costa			Yes	RP	55
2019-20	C	07			Contra Costa			Yes	RT	589
2019-20	C	07			Contra Costa			Yes	RW	2180
2019-20	C	07			Contra Costa			Yes	SD	1449
2019-20	C	07			Contra Costa			Yes	SE	2575
2019-20	C	07			Contra Costa			Yes	SF	29
2019-20	C	07			Contra Costa			Yes	SH	213
2019-20	C	07			Contra Costa			Yes	SS	7707
2019-20	C	07			Contra Costa			Yes	TA	12442
2019-20	C	08			Del Norte			All	GF	2226
2019-20	C	08			Del Norte			All	GM	2293
2019-20	C	08			Del Norte			All	GX	*
2019-20	C	08			Del Norte			All	RA	191
2019-20	C	08			Del Norte			All	RB	25
2019-20	C	08			Del Norte			All	RD	*
2019-20	C	08			Del Norte			All	RF	22
2019-20	C	08			Del Norte			All	RH	990
2019-20	C	08			Del Norte			All	RI	641
2019-20	C	08			Del Norte			All	RP	*
2019-20	C	08			Del Norte			All	RT	329
2019-20	C	08			Del Norte			All	RW	2322
2019-20	C	08			Del Norte			All	SD	720
2019-20	C	08			Del Norte			All	SE	274
2019-20	C	08			Del Norte			All	SF	75
2019-20	C	08			Del Norte			All	SH	272
2019-20	C	08			Del Norte			All	SS	3117
2019-20	C	08			Del Norte			All	TA	4523
2019-20	C	08			Del Norte			No 	GF	1912
2019-20	C	08			Del Norte			No 	GM	2025
2019-20	C	08			Del Norte			No 	GX	*
2019-20	C	08			Del Norte			No 	RA	188
2019-20	C	08			Del Norte			No 	RB	25
2019-20	C	08			Del Norte			No 	RD	*
2019-20	C	08			Del Norte			No 	RF	20
2019-20	C	08			Del Norte			No 	RH	900
2019-20	C	08			Del Norte			No 	RI	594
2019-20	C	08			Del Norte			No 	RP	*
2019-20	C	08			Del Norte			No 	RT	258
2019-20	C	08			Del Norte			No 	RW	1953
2019-20	C	08			Del Norte			No 	SD	622
2019-20	C	08			Del Norte			No 	SE	267
2019-20	C	08			Del Norte			No 	SF	70
2019-20	C	08			Del Norte			No 	SH	232
2019-20	C	08			Del Norte			No 	SS	2729
2019-20	C	08			Del Norte			No 	TA	3941
2019-20	C	08			Del Norte			Yes	GF	409
2019-20	C	08			Del Norte			Yes	GM	352
2019-20	C	08			Del Norte			Yes	GX	*
2019-20	C	08			Del Norte			Yes	RA	*
2019-20	C	08			Del Norte			Yes	RB	*
2019-20	C	08			Del Norte			Yes	RD	*
2019-20	C	08			Del Norte			Yes	RF	*
2019-20	C	08			Del Norte			Yes	RH	128
2019-20	C	08			Del Norte			Yes	RI	91
2019-20	C	08			Del Norte			Yes	RP	*
2019-20	C	08			Del Norte			Yes	RT	82
2019-20	C	08			Del Norte			Yes	RW	449
2019-20	C	08			Del Norte			Yes	SD	125
2019-20	C	08			Del Norte			Yes	SE	14
2019-20	C	08			Del Norte			Yes	SF	12
2019-20	C	08			Del Norte			Yes	SH	60
2019-20	C	08			Del Norte			Yes	SS	533
2019-20	C	08			Del Norte			Yes	TA	762
2019-20	C	09			El Dorado			All	GF	15859
2019-20	C	09			El Dorado			All	GM	16605
2019-20	C	09			El Dorado			All	GX	*
2019-20	C	09			El Dorado			All	RA	1238
2019-20	C	09			El Dorado			All	RB	410
2019-20	C	09			El Dorado			All	RD	218
2019-20	C	09			El Dorado			All	RF	433
2019-20	C	09			El Dorado			All	RH	6573
2019-20	C	09			El Dorado			All	RI	266
2019-20	C	09			El Dorado			All	RP	85
2019-20	C	09			El Dorado			All	RT	1728
2019-20	C	09			El Dorado			All	RW	21515
2019-20	C	09			El Dorado			All	SD	4540
2019-20	C	09			El Dorado			All	SE	2114
2019-20	C	09			El Dorado			All	SF	394
2019-20	C	09			El Dorado			All	SH	753
2019-20	C	09			El Dorado			All	SS	10941
2019-20	C	09			El Dorado			All	TA	32466
2019-20	C	09			El Dorado			No 	GF	12204
2019-20	C	09			El Dorado			No 	GM	12994
2019-20	C	09			El Dorado			No 	GX	*
2019-20	C	09			El Dorado			No 	RA	991
2019-20	C	09			El Dorado			No 	RB	212
2019-20	C	09			El Dorado			No 	RD	70
2019-20	C	09			El Dorado			No 	RF	367
2019-20	C	09			El Dorado			No 	RH	5526
2019-20	C	09			El Dorado			No 	RI	227
2019-20	C	09			El Dorado			No 	RP	57
2019-20	C	09			El Dorado			No 	RT	1256
2019-20	C	09			El Dorado			No 	RW	16494
2019-20	C	09			El Dorado			No 	SD	3684
2019-20	C	09			El Dorado			No 	SE	1840
2019-20	C	09			El Dorado			No 	SF	212
2019-20	C	09			El Dorado			No 	SH	688
2019-20	C	09			El Dorado			No 	SS	8652
2019-20	C	09			El Dorado			No 	TA	25200
2019-20	C	09			El Dorado			Yes	GF	3818
2019-20	C	09			El Dorado			Yes	GM	3780
2019-20	C	09			El Dorado			Yes	GX	*
2019-20	C	09			El Dorado			Yes	RA	251
2019-20	C	09			El Dorado			Yes	RB	207
2019-20	C	09			El Dorado			Yes	RD	148
2019-20	C	09			El Dorado			Yes	RF	68
2019-20	C	09			El Dorado			Yes	RH	1095
2019-20	C	09			El Dorado			Yes	RI	48
2019-20	C	09			El Dorado			Yes	RP	28
2019-20	C	09			El Dorado			Yes	RT	492
2019-20	C	09			El Dorado			Yes	RW	5262
2019-20	C	09			El Dorado			Yes	SD	919
2019-20	C	09			El Dorado			Yes	SE	287
2019-20	C	09			El Dorado			Yes	SF	203
2019-20	C	09			El Dorado			Yes	SH	85
2019-20	C	09			El Dorado			Yes	SS	2461
2019-20	C	09			El Dorado			Yes	TA	7599
2019-20	C	10			Fresno			All	GF	104300
2019-20	C	10			Fresno			All	GM	109879
2019-20	C	10			Fresno			All	GX	*
2019-20	C	10			Fresno			All	RA	19745
2019-20	C	10			Fresno			All	RB	10599
2019-20	C	10			Fresno			All	RD	810
2019-20	C	10			Fresno			All	RF	1612
2019-20	C	10			Fresno			All	RH	140000
2019-20	C	10			Fresno			All	RI	1252
2019-20	C	10			Fresno			All	RP	514
2019-20	C	10			Fresno			All	RT	4567
2019-20	C	10			Fresno			All	RW	35088
2019-20	C	10			Fresno			All	SD	22974
2019-20	C	10			Fresno			All	SE	40244
2019-20	C	10			Fresno			All	SF	2225
2019-20	C	10			Fresno			All	SH	2798
2019-20	C	10			Fresno			All	SM	4304
2019-20	C	10			Fresno			All	SS	163114
2019-20	C	10			Fresno			All	TA	214187
2019-20	C	10			Fresno			No 	GF	96298
2019-20	C	10			Fresno			No 	GM	102196
2019-20	C	10			Fresno			No 	GX	*
2019-20	C	10			Fresno			No 	RA	19205
2019-20	C	10			Fresno			No 	RB	9733
2019-20	C	10			Fresno			No 	RD	496
2019-20	C	10			Fresno			No 	RF	1503
2019-20	C	10			Fresno			No 	RH	130764
2019-20	C	10			Fresno			No 	RI	1145
2019-20	C	10			Fresno			No 	RP	483
2019-20	C	10			Fresno			No 	RT	4028
2019-20	C	10			Fresno			No 	RW	31144
2019-20	C	10			Fresno			No 	SD	21400
2019-20	C	10			Fresno			No 	SE	38835
2019-20	C	10			Fresno			No 	SF	2104
2019-20	C	10			Fresno			No 	SH	2191
2019-20	C	10			Fresno			No 	SM	4250
2019-20	C	10			Fresno			No 	SS	152826
2019-20	C	10			Fresno			No 	TA	198501
2019-20	C	10			Fresno			Yes	GF	9521
2019-20	C	10			Fresno			Yes	GM	9255
2019-20	C	10			Fresno			Yes	GX	*
2019-20	C	10			Fresno			Yes	RA	645
2019-20	C	10			Fresno			Yes	RB	1135
2019-20	C	10			Fresno			Yes	RD	335
2019-20	C	10			Fresno			Yes	RF	121
2019-20	C	10			Fresno			Yes	RH	11259
2019-20	C	10			Fresno			Yes	RI	134
2019-20	C	10			Fresno			Yes	RP	35
2019-20	C	10			Fresno			Yes	RT	622
2019-20	C	10			Fresno			Yes	RW	4491
2019-20	C	10			Fresno			Yes	SD	1930
2019-20	C	10			Fresno			Yes	SE	1704
2019-20	C	10			Fresno			Yes	SF	183
2019-20	C	10			Fresno			Yes	SH	749
2019-20	C	10			Fresno			Yes	SM	84
2019-20	C	10			Fresno			Yes	SS	12938
2019-20	C	10			Fresno			Yes	TA	18777
2019-20	C	11			Glenn			All	GF	3105
2019-20	C	11			Glenn			All	GM	3370
2019-20	C	11			Glenn			All	RA	139
2019-20	C	11			Glenn			All	RB	31
2019-20	C	11			Glenn			All	RD	65
2019-20	C	11			Glenn			All	RF	13
2019-20	C	11			Glenn			All	RH	3515
2019-20	C	11			Glenn			All	RI	141
2019-20	C	11			Glenn			All	RP	*
2019-20	C	11			Glenn			All	RT	140
2019-20	C	11			Glenn			All	RW	2425
2019-20	C	11			Glenn			All	SD	887
2019-20	C	11			Glenn			All	SE	1225
2019-20	C	11			Glenn			All	SF	50
2019-20	C	11			Glenn			All	SH	251
2019-20	C	11			Glenn			All	SM	69
2019-20	C	11			Glenn			All	SS	4258
2019-20	C	11			Glenn			All	TA	6475
2019-20	C	11			Glenn			No 	GF	2621
2019-20	C	11			Glenn			No 	GM	2887
2019-20	C	11			Glenn			No 	RA	129
2019-20	C	11			Glenn			No 	RB	24
2019-20	C	11			Glenn			No 	RD	38
2019-20	C	11			Glenn			No 	RF	12
2019-20	C	11			Glenn			No 	RH	3241
2019-20	C	11			Glenn			No 	RI	115
2019-20	C	11			Glenn			No 	RP	*
2019-20	C	11			Glenn			No 	RT	82
2019-20	C	11			Glenn			No 	RW	1861
2019-20	C	11			Glenn			No 	SD	776
2019-20	C	11			Glenn			No 	SE	1151
2019-20	C	11			Glenn			No 	SF	46
2019-20	C	11			Glenn			No 	SH	236
2019-20	C	11			Glenn			No 	SM	69
2019-20	C	11			Glenn			No 	SS	3710
2019-20	C	11			Glenn			No 	TA	5508
2019-20	C	11			Glenn			Yes	GF	517
2019-20	C	11			Glenn			Yes	GM	522
2019-20	C	11			Glenn			Yes	RA	11
2019-20	C	11			Glenn			Yes	RB	*
2019-20	C	11			Glenn			Yes	RD	28
2019-20	C	11			Glenn			Yes	RF	*
2019-20	C	11			Glenn			Yes	RH	298
2019-20	C	11			Glenn			Yes	RI	27
2019-20	C	11			Glenn			Yes	RP	*
2019-20	C	11			Glenn			Yes	RT	58
2019-20	C	11			Glenn			Yes	RW	608
2019-20	C	11			Glenn			Yes	SD	125
2019-20	C	11			Glenn			Yes	SE	79
2019-20	C	11			Glenn			Yes	SF	*
2019-20	C	11			Glenn			Yes	SH	22
2019-20	C	11			Glenn			Yes	SM	*
2019-20	C	11			Glenn			Yes	SS	611
2019-20	C	11			Glenn			Yes	TA	1039
2019-20	C	12			Humboldt			All	GF	9088
2019-20	C	12			Humboldt			All	GM	9531
2019-20	C	12			Humboldt			All	GX	*
2019-20	C	12			Humboldt			All	RA	611
2019-20	C	12			Humboldt			All	RB	197
2019-20	C	12			Humboldt			All	RD	209
2019-20	C	12			Humboldt			All	RF	45
2019-20	C	12			Humboldt			All	RH	3515
2019-20	C	12			Humboldt			All	RI	1663
2019-20	C	12			Humboldt			All	RP	100
2019-20	C	12			Humboldt			All	RT	1742
2019-20	C	12			Humboldt			All	RW	10545
2019-20	C	12			Humboldt			All	SD	3294
2019-20	C	12			Humboldt			All	SE	1415
2019-20	C	12			Humboldt			All	SF	405
2019-20	C	12			Humboldt			All	SH	1065
2019-20	C	12			Humboldt			All	SM	*
2019-20	C	12			Humboldt			All	SS	11640
2019-20	C	12			Humboldt			All	TA	18627
2019-20	C	12			Humboldt			No 	GF	7867
2019-20	C	12			Humboldt			No 	GM	8327
2019-20	C	12			Humboldt			No 	GX	*
2019-20	C	12			Humboldt			No 	RA	561
2019-20	C	12			Humboldt			No 	RB	177
2019-20	C	12			Humboldt			No 	RD	126
2019-20	C	12			Humboldt			No 	RF	42
2019-20	C	12			Humboldt			No 	RH	3196
2019-20	C	12			Humboldt			No 	RI	1610
2019-20	C	12			Humboldt			No 	RP	91
2019-20	C	12			Humboldt			No 	RT	1500
2019-20	C	12			Humboldt			No 	RW	8898
2019-20	C	12			Humboldt			No 	SD	2911
2019-20	C	12			Humboldt			No 	SE	1376
2019-20	C	12			Humboldt			No 	SF	377
2019-20	C	12			Humboldt			No 	SH	1005
2019-20	C	12			Humboldt			No 	SM	*
2019-20	C	12			Humboldt			No 	SS	10358
2019-20	C	12			Humboldt			No 	TA	16201
2019-20	C	12			Humboldt			Yes	GF	1339
2019-20	C	12			Humboldt			Yes	GM	1300
2019-20	C	12			Humboldt			Yes	GX	*
2019-20	C	12			Humboldt			Yes	RA	51
2019-20	C	12			Humboldt			Yes	RB	22
2019-20	C	12			Humboldt			Yes	RD	87
2019-20	C	12			Humboldt			Yes	RF	*
2019-20	C	12			Humboldt			Yes	RH	347
2019-20	C	12			Humboldt			Yes	RI	65
2019-20	C	12			Humboldt			Yes	RP	*
2019-20	C	12			Humboldt			Yes	RT	263
2019-20	C	12			Humboldt			Yes	RW	1793
2019-20	C	12			Humboldt			Yes	SD	427
2019-20	C	12			Humboldt			Yes	SE	45
2019-20	C	12			Humboldt			Yes	SF	37
2019-20	C	12			Humboldt			Yes	SH	83
2019-20	C	12			Humboldt			Yes	SS	1442
2019-20	C	12			Humboldt			Yes	TA	2640
2019-20	C	13			Imperial			All	GF	18924
2019-20	C	13			Imperial			All	GM	19735
2019-20	C	13			Imperial			All	GX	*
2019-20	C	13			Imperial			All	RA	156
2019-20	C	13			Imperial			All	RB	260
2019-20	C	13			Imperial			All	RD	102
2019-20	C	13			Imperial			All	RF	63
2019-20	C	13			Imperial			All	RH	35872
2019-20	C	13			Imperial			All	RI	387
2019-20	C	13			Imperial			All	RP	14
